invoice_number,date,net_worth,tax_id_1,tax_id_2,iban,seller_city,seller_state,seller_zip,client_city,client_state,client_zip,seller_name,seller_address,client_name,client_address,source_file,vat,gross_worth
79917076,05/13/2021,14080.26,941-85-9302,921-72-9603,GB38DYOK25151888627789,Ashleyfort,DC,23294,Ashleyfort,DC,23294,"Green, Oliver and Smith",442 Barrera Viaduct Apt. 044,"Davenport, Cooper and Clayton",735 Meghan Highway,invoice_182_color_B_245.pdf0.txt,1408.026,15488.286
35050964,11/18/2011,603.65,918-81-3436,948-88-4170,GBO6RRZT29931514103942,Claudiafurt,CT,32907,Claudiafurt,CT,32907,Soto-Carson,55690 Ashley Bridge,"Wong, Le and Hall",2113 Snyder Key Apt. 223,invoice_183.pdf0.txt,60.365,664.015
84663031,08/02/2020,114.62,963-73-7972,939-79-6506,GB94SMKI21483519988278,Laraport,AL,73125,Laraport,AL,73125,Curtis Group,95171 Brenda Mountain Suite 098,Berry-Barnes,23173 Emily Ways Suite 047,invoice_183_color_B_251.pdf0.txt,11.462000000000002,126.08200000000001
79128264,12/31/2014,348.16,926-97-6956,991-70-8455,GB27DVYV74575286475604,Ryanside,NM,95662,Ryanside,NM,95662,Rivera-Thompson,0115 Brown Drives,"Pearson, Gibbs and Ayala",795 Brittany Points Suite 504,invoice_184.pdf0.txt,34.816,382.976
35034639,03/12/2015,99.95,967-92-2852,937-97-7947,GBO2DQWG73676213869437,Camachoton,WI,89216,Camachoton,WI,89216,"Jones, Bryant and Ball",217 Sandra Freeway Apt. 085,Jenkins Inc,71278 Kenneth Lock Apt. 457,invoice_184_color_B_247.pdf0.txt,9.995000000000001,109.94500000000001
67583819,06/01/2012,889.67,911-94-3128,911-97-3515,GB44NGGP09758261462915,Lake Laurentown,ND,29361,Lake Laurentown,ND,29361,Gibson Ltd,92975 Scott Mount,Gomez-Martinez,225 King Roads,invoice_185.pdf0.txt,88.967,978.637
67411769,01/13/2013,310.57,989-70-5668,946-98-6165,GB57STHG82755224244267,Cassandrachester,FL,16788,Cassandrachester,FL,16788,Colon and Sons,79677 Harrison Square,Estes-Ferguson,026 Webb Roads,invoice_185_color_B_252.pdf0.txt,31.057000000000002,341.627
77256632,05/05/2013,13.96,922-92-9761,921-82-4335,GB87GPEX70633167293017,Port Alexanderstad,NH,49836,Port Alexanderstad,NH,49836,Cox-Ortega,52235 Rivera Ridges Suite 139,Giles Inc,7847 Rosales Lakes Apt. 767,invoice_186.pdf0.txt,1.3960000000000001,15.356000000000002
90253965,05/23/2013,24252.0,911-87-9014,973-90-9857,GB75GMWW40435960519236,West Thomasfort,MA,35194,West Thomasfort,MA,35194,Rios-Ramirez,48235 Alexander Roads,"Tate, Scott and Kennedy",54302 Thomas Glens,invoice_186_color_B_253.pdf0.txt,2425.2000000000003,26677.2
95635623,08/11/2019,361.37,916-83-7988,949-70-9351,GB76VSKM38236855870683,East James,SC,21896,East James,SC,21896,"Jones, English and Perry",74041 Brian Camp Suite 502,Diaz Ltd,166 David Mission,invoice_187.pdf0.txt,36.137,397.507
35977350,04/01/2016,1361.73,986-94-5741,914-99-6652,GB51YEPC23438741496666,Port Melissa,MI,01924,Port Melissa,MI,01924,Richardson PLC,0026 Beck Circles,Alvarado and Sons,06008 Rice Port,invoice_187_color_B_240.pdf0.txt,136.173,1497.903
18001573,12/30/2012,100.97,911-76-9645,976-73-2435,GB37ARTN37168057473190,East Sara,SD,80652,East Sara,SD,80652,Mcgrath-Ruiz,96052 Arnold Mountain,"Chavez, Burke and Jones",469 Mcdonald Mountains Apt. 860,invoice_188.pdf0.txt,10.097000000000001,111.06700000000001
33385243,09/25/2013,2636.5,943-88-1627,938-77-3426,GB68BLCN81342796476536,New Peterport,IN,12968,New Peterport,IN,12968,Coffey-Smith,55039 Lane Point,"Russo, Fernandez and May",5493 Richard Lock,invoice_188_color_B_252.pdf0.txt,263.65000000000003,2900.15
83347787,06/05/2013,507.14,953-87-3893,952-91-0003,GB39BPFW56068121674289,South Lisa,CT,42270,South Lisa,CT,42270,"Williams, Coleman and Parrish",716 Johnson Mountain Suite 119,Lyons-Manning,364 Melissa Brooks,invoice_189.pdf0.txt,50.714,557.854
68298216,07/16/2011,355.95,995-75-1853,994-77-9321,GBO5IVOA06643566191051,Kimberlymouth,GA,71157,Kimberlymouth,GA,71157,Murphy PLC,899 Day Pine,"Smith, Le and Johnson",2902 Jessica Lake Suite 300,invoice_189_color_B_252.pdf0.txt,35.595,391.54499999999996
89042780,10/16/2015,1908.56,975-87-2875,981-79-3397,GBO6PCTB20216280708284,New Shelbyland,GA,76776,New Shelbyland,GA,76776,"Henderson, Brown and Carson",69217 Alex Mews,"Brown, Dodson and Weaver",875 Meyers Squares Suite 046,invoice_18_color_B_250.pdf0.txt,190.856,2099.416
61660848,05/30/2019,24.12,935-91-0274,968-87-5481,GB80LOJV60789804948690,Lisaville,IL,04941,Lisaville,IL,04941,"Gardner, Tucker and Martinez",866 James Center,Robbins Group,USS Salas,invoice_19.pdf0.txt,2.4120000000000004,26.532
83087418,08/21/2019,44015.12,908-73-4594,955-95-1576,GB400JQJ52912349948544,Sweeneyshire,NJ,36988,Sweeneyshire,NJ,36988,"Perez, Hurst and Martinez",011 Emily Harbor,"Kemp, Barber and Hanson",673 Jones Bridge Suite 081,invoice_190.pdf0.txt,4401.512000000001,48416.632000000005
68864619,01/16/2015,8.18,942-72-7517,962-90-9002,GBO3ROCY96679335779731,Jamesborough,NY,36214,Jamesborough,NY,36214,Holt-Mooney,3580 Joe Lock Apt. 831,"Daniel, Sutton and Stevens",1968 Johnson Mews,invoice_190_color_B_247.pdf0.txt,0.8180000000000001,8.998
82869381,09/16/2016,452.71,979-79-5668,902-99-4991,GB24EIHI61175775509020,Margaretton,WA,58752,Margaretton,WA,58752,King-Lawrence,53569 Angelica Island Apt. 529,James-Jones,90829 Jill Plain,invoice_191.pdf0.txt,45.271,497.981
12335640,12/31/2018,351.9,977-71-1482,919-74-8878,GB78DWRZ69979381603201,Connerborough,AZ,68619,Connerborough,AZ,68619,Curry Inc,901 Brandon Cliff Apt. 789,Tapia Inc,52721 Michael Light Apt. 255,invoice_191_color_B_248.pdf0.txt,35.19,387.09
56513760,10/25/2011,6464.0,975-78-1218,987-70-6179,GB22WVAZ26078980173503,West Johnview,WI,44188,West Johnview,WI,44188,Lyons-Murphy,178 Mann Shoals Apt. 732,Lawrence LLC,2959 Marquez Junction Suite 826,invoice_192.pdf0.txt,646.4000000000001,7110.4
72473480,10/30/2020,74.73,970-91-7453,920-84-6231,GB85PAGG52325153955188,Lake Justinville,VT,91589,Lake Justinville,VT,91589,"Lee, Taylor and Thompson",737 Garcia Pine Suite 635,Ball and Sons,9847 Powell Rapids Suite 005,invoice_192_color_B_252.pdf0.txt,7.473000000000001,82.203
95877096,07/01/2016,481.73,934-85-9139,982-91-0259,GB72BFWW33335534496245,APO ,AP,21099,APO ,AP,21099,"Allen, Johnson and Edwards","PSC 9667, Box 7958","Gomez, Mercado and Nichols",87208 Ashlee Key Apt. 869,invoice_193.pdf0.txt,48.173,529.903
16979918,02/18/2018,4218.64,931-84-3899,957-74-2826,GB66KHFZ54033168124700,Travisborough,WA,34478,Travisborough,WA,34478,Wood Ltd,246 Mahoney Stravenue,"Patterson, Trevino and Browning",8378 Vega Camp Apt. 028,invoice_193_color_B_246.pdf0.txt,421.86400000000003,4640.504000000001
85583861,11/29/2020,5669.92,941-85-4578,907-72-1967,GB17MQAC89822770952394,North Lisa,HI,19378,North Lisa,HI,19378,Wong and Sons,10592 Elizabeth Keys Suite 381,Blankenship-Yates,4664 Wilson Plains Suite 213,invoice_194.pdf0.txt,566.9920000000001,6236.912
53923577,04/19/2017,1762.51,928-78-7950,947-87-2657,GB19RLVH49594514704471,Jeffreybury,MS,53723,Jeffreybury,MS,53723,"Hamilton, Martin and Benson",085 Willie Manor Apt. 868,"Knapp, Moore and Cooper",64289 Holmes River Suite 024,invoice_194_color_B_240.pdf0.txt,176.251,1938.761
52337235,05/30/2020,461.34,978-91-5226,976-87-8477,GB55WWO0Z09523490270230,Robertfort,AZ,94445,Robertfort,AZ,94445,Nicholson and Sons,886 Valerie Way,"Gallegos, Shea and Lawson",785 Robin Highway Apt. 834,invoice_195.pdf0.txt,46.134,507.474
43106482,06/15/2019,268.58,993-85-1043,985-80-4433,GB69J,New Caseyland,CO,47875,New Caseyland,CO,47875,Graham-Gonzalez,5964 Cowan Path Suite 534,"Vincent, Johnson and Cortez",89736 Tate Estates,invoice_195_color_B_253.pdf0.txt,26.858,295.438
77939527,10/21/2013,105.72,967-94-4701,946-97-1051,GB55HTSK19939395292361,Lake Bradleyport,AZ,49946,Lake Bradleyport,AZ,49946,Moore Group,4273 Wright Lakes,Russo-Sexton,9310 Luis Club,invoice_196.pdf0.txt,10.572000000000001,116.292
60358070,03/29/2019,7904.57,929-73-3000,968-98-1101,GB42QCOX98763571091830,East Deborah,FL,94838,East Deborah,FL,94838,Vasquez-Hogan,9943 Mario Locks,Compton-Hahn,639 Dixon Cliff Apt. 678,invoice_196_color_B_245.pdf0.txt,790.457,8695.027
45290929,05/19/2014,64.9,999-72-7201,991-79-3678,GB52XLUD64357586427292,USCGC McguireFPO ,AP,49035,USCGC McguireFPO ,AP,49035,"Garcia, Smith and Nelson",USCGC Mcguire,Garrison Inc,620 Allen Ports,invoice_197.pdf0.txt,6.490000000000001,71.39
99034529,08/16/2011,618.49,979-76-0236,960-72-5332,GB940EPE04279973169233,Austinview,OR,40203,Austinview,OR,40203,Patterson-Bryant,5004 Carter Mall Suite 718,Allen-Alvarez,7977 Jacob Fall,invoice_197_color_B_245.pdf0.txt,61.849000000000004,680.339
54350218,07/29/2018,438.41,999-77-6019,964-78-1944,GB46TSFB42464775055647,Michaelton,PA,34086,Michaelton,PA,34086,Lawrence LLC,90708 Cody Island Suite 930,"Richards, Pittman and Scott",52054 Lori Ridges Suite 314,invoice_198.pdf0.txt,43.84100000000001,482.25100000000003
66017174,03/26/2021,5353.45,989-79-5590,983-70-9157,GB54IPJV65715711611558,Kingburgh,SC,52967,Kingburgh,SC,52967,Williams-Merritt,64196 Lindsey Crossing Apt. 923,"Richards, Johnson and Harper",152 Jason Trail Suite 126,invoice_198_color_B_248.pdf0.txt,535.345,5888.795
52676405,09/02/2017,150.85,950-76-4110,930-74-7345,GB10HUNR83412055935003,Briannashire,NV,95032,Briannashire,NV,95032,Phillips-Barnes,96213 Nelson Mission Apt. 146,Avila-Miller,8595 Davis Crescent,invoice_199.pdf0.txt,15.085,165.935
91203765,12/18/2019,551.51,981-91-4429,975-78-3638,GBO6ATYO75301428794231,New Marieland,CT,55375,New Marieland,CT,55375,Knight-Velez,5116 Chad Isle Suite 230,Nichols-Williams,"PSC 9332, Box 9809",invoice_199_color_B_254.pdf0.txt,55.151,606.661
64809205,08/18/2014,651.15,909-72-0896,911-83-0636,GB32MTTZ74837988858066,East Hayley,MO,16352,East Hayley,MO,16352,Miller Inc,31646 Hicks Dam,"Mason, Melton and Matthews",9139 Martinez Underpass,invoice_19_color_B_250.pdf0.txt,65.115,716.265
53875869,07/12/2012,60.0,998-99-1098,949-98-1765,GB79TYOE48218409014324,DPO ,AP,32657,DPO ,AP,32657,Mitchell Ltd,Unit 7006 Box 2136,"Elliott, Kelly and Turner",Unit 8751 Box 0823,invoice_1_color_B_246.pdf0.txt,6.0,66.0
16662010,08/28/2016,2053.73,959-84-2124,938-85-4960,GB20BAKH22085364527355,West Michaelmouth,ME,69894,West Michaelmouth,ME,69894,Smith-Cook,174 Justin Causeway,Snyder-Johnson,05173 Heather Mill,invoice_2.pdf0.txt,205.37300000000002,2259.103
13310164,01/16/2020,17045.0,924-83-8802,999-80-5625,GB13LKIT26418644296553,Lake Kellyview,NH,03078,Lake Kellyview,NH,03078,Montgomery LLC,75081 David Corners,Campbell-Flores,34813 Davis Views,invoice_20.pdf0.txt,1704.5,18749.5
67651165,05/25/2018,614.05,914-95-5390,993-98-7329,GB51J,Dawnstad,DC,17193,Dawnstad,DC,17193,Harris Ltd,695 Oliver Ways Suite 386,"Atkins, Benton and Cortez",439 Emma Trace,invoice_200.pdf0.txt,61.405,675.4549999999999
74825616,11/10/2011,428.32,924-87-6037,940-72-0616,GB40COMC29105487413990,Richardchester,CA,52046,Richardchester,CA,52046,"White, Roy and Mcdaniel",33929 Herrera Alley,Grant PLC,231 Tabitha Station Apt. 471,invoice_200_color_B_251.pdf0.txt,42.832,471.152
27301261,10/09/2012,494.96,922-88-2832,959-74-5868,GB70FTNR64199348221780,West Alexandria,AR,97978,West Alexandria,AR,97978,Williams LLC,72074 Taylor Plains Suite 342,Hernandez-Anderson,084 Carter Lane Apt. 846,invoice_201.pdf0.txt,49.496,544.456
57976720,01/02/2018,832.92,964-96-5224,914-80-0100,GB80MHK066925924671434,East Douglasside,NY,56612,East Douglasside,NY,56612,Mcintosh-Taylor,5438 Lang Valleys Suite 897,"Casey, Watkins and Delgado",581 Horn Court,invoice_201_color_B_248.pdf0.txt,83.292,916.212
38870308,08/01/2019,298.94,986-74-6578,948-74-8143,GB37QZVP50159087754233,Dianaland,MN,12512,Dianaland,MN,12512,Dunn-Campbell,36709 Santiago Viaduct,"Ramirez, Donaldson and Lane",567 Ortiz Valley Suite 979,invoice_202.pdf0.txt,29.894000000000002,328.834
66172709,02/27/2015,65688.82,902-92-2693,923-75-3000,GB15VNEG72785468480140,South Tammy,MA,60401,South Tammy,MA,60401,Adams Inc,904 Colon Islands Suite 476,Ferguson Inc,22521 Alyssa Villages,invoice_202_color_B_242.pdf0.txt,6568.882000000001,72257.702
37999492,10/22/2017,4499.25,953-76-7010,977-76-8087,GB13SMWG74801940420584,New Andrew,MN,96499,New Andrew,MN,96499,Smith Ltd,783 Harmon Mews,"Jones, Miller and Yoder",97586 Alvarado Common Apt. 920,invoice_203.pdf0.txt,449.925,4949.175
46569899,10/14/2018,2134.62,967-76-9649,951-90-7436,GB21EMPD03691012825717,West Jimborough,AZ,56472,West Jimborough,AZ,56472,Cooper PLC,304 Tonya Rapids,"Harris, Robles and Martinez",Unit 6981 Box 7345,invoice_203_color_B_253.pdf0.txt,213.462,2348.082
10823698,09/26/2020,52257.34,992-82-2992,934-82-8445,GB18PQYJ80406485504853,New Kimberg,AR,92381,New Kimberg,AR,92381,Hernandez Ltd,668 Marie Isle,Huerta-Cortez,22697 Hamilton Ranch,invoice_204.pdf0.txt,5225.734,57483.07399999999
49458748,03/08/2019,1039.69,906-81-5092,973-78-9629,GB41LKKU72255873200490,East Tammyville,MA,19188,East Tammyville,MA,19188,"Cameron, Palmer and Martin",702 Caitlin Burg,Martin-Flores,817 Raymond Rue Apt. 639,invoice_204_color_B_250.pdf0.txt,103.96900000000001,1143.659
63665479,02/12/2017,160.0,974-85-9317,918-91-3132,GBO08JPBK40228601332306,East Lisaville,DC,67918,East Lisaville,DC,67918,Lowery LLC,90317 Michael Flats Suite 502,Carrillo-Montoya,089 Adam Knolls Apt. 628,invoice_205.pdf0.txt,16.0,176.0
25939833,03/28/2014,3576.11,938-76-6133,958-96-6970,GBO2QFNS83428109869847,South Melissaberg,NE,58810,South Melissaberg,NE,58810,Rodgers LLC,058 Michael Flats Suite 965,Peterson Ltd,"PSC 3213, Box 1506",invoice_205_color_B_246.pdf0.txt,357.61100000000005,3933.721
70123184,01/28/2016,681.81,972-72-8665,979-84-9816,GB39CXVC62576925140756,Ericland,WY,91359,Ericland,WY,91359,"Kelly, Hernandez and Vaughan",63133 Sean Forge,Cooley Ltd,36837 Seth Lane,invoice_206.pdf0.txt,68.181,749.991
89404218,10/17/2017,458.11,996-87-6523,956-90-1712,GB31WDQP09856298493504,West Roberto,NC,15828,West Roberto,NC,15828,Rivera LLC,599 Ashley Street,Zamora-Robbins,1703 Derek Gardens Apt. 585,invoice_206_color_B_251.pdf0.txt,45.81100000000001,503.92100000000005
99763738,06/14/2017,366.59,928-86-2361,962-81-9802,GB85ROPU13395160617712,South Adamberg,AR,08257,South Adamberg,AR,08257,Wheeler-Dawson,66055 Tammy Loaf Apt. 344,"Franklin, Alexander and Ford",98812 Lynch Underpass Suite 322,invoice_207.pdf0.txt,36.659,403.24899999999997
90885385,12/26/2012,361.78,906-70-9081,919-85-8962,GB42EFSG57204524126281,East Dorothy,AL,19762,East Dorothy,AL,19762,"Gross, Williams and Robinson",658 Chan Street,"Randall, Murphy and Bowman",2897 Michael Parkways,invoice_207_color_B_254.pdf0.txt,36.178,397.95799999999997
65507091,07/30/2014,61429.21,989-80-0526,994-77-3638,GB37LLXC27152919375463,Odomville,DC,06454,Odomville,DC,06454,"Pacheco, Simmons and Coleman",241 Heidi Vista Apt. 333,Hensley LLC,875 Jessica Course Apt. 269,invoice_208.pdf0.txt,6142.921,67572.131
69045418,06/09/2015,24.49,900-78-6892,929-92-4267,GB64TGAX75090212528002,Williamsshire,WA,68805,Williamsshire,WA,68805,Thompson-Hopkins,489 Bryan Prairie Apt. 613,Zavala-Brooks,295 Gaines River,invoice_208_color_B_241.pdf0.txt,2.449,26.939
28590433,09/27/2016,14367.76,903-72-1646,946-97-0364,GB53YNMK12475568368604,Evansview,OK,43757,Evansview,OK,43757,White Group,14292 Leslie Ford,Hoffman Inc,1478 Carr Lane,invoice_209.pdf0.txt,1436.776,15804.536
38096197,02/23/2019,24.75,943-71-2165,925-73-6594,GB56ZMQ162134254433623,Snyderhaven,IA,47010,Snyderhaven,IA,47010,Cook-Ortiz,381 Shawn Trace,Morgan LLC,520 Valdez Plaza Apt. 516,invoice_209_color_B_247.pdf0.txt,2.475,27.225
84423800,10/11/2019,933.37,913-91-4093,945-98-2210,GBO6YQKI12270767261206,Port Jasonhaven,NJ,07777,Port Jasonhaven,NJ,07777,"Reyes, Fox and Martinez",8258 Lang Trail Apt. 792,Morgan Ltd,316 Alexander Run Apt. 930,invoice_20_color_B_254.pdf0.txt,93.337,1026.707
58805260,03/07/2019,5458.46,932-94-1632,967-90-8360,GB85ETVV11072777524235,New Jeffreyland,WI,22568,New Jeffreyland,WI,22568,Murray-Parsons,98850 Fisher Pines Apt. 122,"James, Johnson and Martin",57002 James Glens,invoice_21.pdf0.txt,545.846,6004.3060000000005
11489615,07/06/2016,275.72,947-77-6915,966-90-1539,GB59PHFD29780408588438,Lorimouth,MO,13585,Lorimouth,MO,13585,Jones-Flores,4168 Jason Stravenue Suite 306,Fields and Sons,138 Taylor Shores,invoice_210.pdf0.txt,27.572000000000003,303.29200000000003
70521557,04/12/2020,106.91,983-96-6035,923-79-5892,GB74GBYN12821729569904,West Jessica,KY,35156,West Jessica,KY,35156,Houston-Jacobs,693 Obrien Overpass Apt. 746,Ramirez-Williams,01312 Clark Freeway Apt. 633,invoice_210_color_B_244.pdf0.txt,10.691,117.601
19537372,07/28/2012,5469.85,926-86-4853,979-85-9143,GB98XJGI18168385269805,Mooreview,FL,34546,Mooreview,FL,34546,Richardson LLC,97614 Timothy Plaza,Rodriguez Ltd,50515 Jones Key Suite 674,invoice_211.pdf0.txt,546.985,6016.835
62515232,11/14/2019,13577.03,949-85-4225,909-73-6336,GB33TNYE66261125974618,Westburgh,RI,53101,Westburgh,RI,53101,Cox-Mendoza,88256 Judith Squares,Yang LLC,24809 Smith Wall Apt. 399,invoice_211_color_B_240.pdf0.txt,1357.7030000000002,14934.733
81163184,10/23/2017,3.96,976-74-0770,905-92-1060,GB43ZKSG92151910229248,Jenniferborough,ID,77615,Jenniferborough,ID,77615,Harrison-Melton,3468 Kevin Court,Hoffman-Daniel,916 James Parks Suite 518,invoice_212.pdf0.txt,0.396,4.356
97294846,05/23/2020,240.08,960-87-1234,901-83-1432,GB9OFXVE76161481028044,West Melissahaven,OR,94828,West Melissahaven,OR,94828,Morgan and Sons,20553 William Parkway Suite 132,"Fuller, Baldwin and Michael",357 Lori Views Apt. 665,invoice_212_color_B_245.pdf0.txt,24.008000000000003,264.088
46301857,04/08/2017,59.35,917-83-2356,900-94-4030,GB240ZUP84517588674217,USNV MillerFPO ,AA,82012,USNV MillerFPO ,AA,82012,Murphy-Sanders,USNV Miller,"Parker, Graham and Swanson",607 Pearson Plaza,invoice_213.pdf0.txt,5.9350000000000005,65.285
13869338,06/24/2018,5081.41,977-80-2181,959-83-5906,GB070ZUJ74350647681560,East Matthewview,AR,05019,East Matthewview,AR,05019,Torres-Mendez,10790 Robin Glen Suite 949,Burnett-Garcia,71347 Wood Freeway,invoice_213_color_B_250.pdf0.txt,508.141,5589.5509999999995
75367021,11/12/2018,33319.74,937-84-3596,912-77-9229,GB48,Jerryland,AZ,91504,Jerryland,AZ,91504,Martinez-Ramirez,358 Tiffany Prairie,"Lawrence, Stevens and Robinson",Unit 4195 Box 3361,invoice_214.pdf0.txt,3331.974,36651.714
30592071,08/22/2016,130.0,953-91-6998,960-72-2115,GB98XFZN41558877459856,Lake Michaelshire,KY,99821,Lake Michaelshire,KY,99821,Spencer PLC,50463 Gregory Lake Apt. 350,Woods PLC,04344 Ryan Cliffs Apt. 816,invoice_214_color_B_249.pdf0.txt,13.0,143.0
76903393,07/24/2012,4754.91,964-86-1473,993-82-3637,GB75SYCE31934427988296,APO ,AP,45024,APO ,AP,45024,"Young, Owens and Hall","PSC 2231, Box 3989",King-Wells,014 Julia Locks,invoice_215.pdf0.txt,475.491,5230.401
88630006,02/18/2017,30722.14,915-70-2953,923-81-3820,GB62ZCLM16033291419062,APO ,AE,91948,APO ,AE,91948,Pena-White,"PSC 5572, Box 3859","Barton, Haynes and Washington",3867 Scott Freeway Suite 003,invoice_215_color_B_247.pdf0.txt,3072.214,33794.354
41389063,03/17/2021,14.67,940-95-2437,905-83-5704,GB47PCJH31839415874046,Shawnfort,KY,01851,Shawnfort,KY,01851,"Carpenter, Robinson and Jackson",7554 Acevedo Expressway Apt. 124,"Davis, Li and Coleman",07244 Henry View,invoice_216.pdf0.txt,1.467,16.137
65882528,01/08/2014,145.75,907-86-6729,932-76-9377,GB35HXAE43291919632805,USNS OrtegaFPO ,AP,07766,USNS OrtegaFPO ,AP,07766,"Andrews, Smith and Simon",USNS Ortega,"Hale, Adams and Kramer",12985 Aguilar Prairie,invoice_216_color_B_245.pdf0.txt,14.575000000000001,160.325
27139567,07/14/2017,44106.94,944-92-8947,911-97-8391,GB35PSXP39372964652593,Mendozabury,HI,51398,Mendozabury,HI,51398,"Vargas, Miller and Miller",0714 Michele Springs,"Morris, Gentry and Nguyen",8616 Flores Vista,invoice_217.pdf0.txt,4410.694,48517.634000000005
66002809,11/07/2017,517.46,918-98-3930,965-99-5783,GBO3MIHH40209871095277,New Kelli,AK,87759,New Kelli,AK,87759,Bailey Inc,2476 Helen Lock,Chen-Higgins,71626 Gomez Track Apt. 561,invoice_217_color_B_246.pdf0.txt,51.74600000000001,569.206
69941787,03/03/2012,32338.18,967-73-9122,916-82-5080,GB45AEPQ19169532888745,West Robertfort,IN,78530,West Robertfort,IN,78530,Hanson PLC,2433 Johnston Lights Suite 326,Nelson-Chandler,6461 Kendra Ridge Apt. 731,invoice_218.pdf0.txt,3233.818,35571.998
60263180,10/11/2012,444.27,925-73-2753,970-75-1065,GB25EKMS36508547118881,Millershire,PA,29140,Millershire,PA,29140,"Costa, Swanson and Pittman",615 Hansen Square Suite 642,Johnson Inc,339 Monique Neck Suite 764,invoice_218_color_B_242.pdf0.txt,44.427,488.697
27543706,07/20/2020,44364.64,980-78-9083,998-85-0115,GB82GOCR29918894344551,Lake Maria,CA,86826,Lake Maria,CA,86826,"Kaiser, Hays and Cook",460 Richard Forge,Holland PLC,10833 Hill Courts Suite 606,invoice_219.pdf0.txt,4436.464,48801.104
69649998,04/11/2017,7890.0,946-97-8382,946-87-0029,GB61SYVT33332951155976,Katherinefort,ND,16936,Katherinefort,ND,16936,"Palmer, Jordan and Shannon",933 Anthony Field,"Jackson, Gomez and Dillon",Unit 4133 Box 8004,invoice_219_color_B_241.pdf0.txt,789.0,8679.0
77513425,02/12/2021,314.72,929-82-9439,916-87-1502,GB69CYRJ12393499976192,West Michael,CA,03921,West Michael,CA,03921,Wang and Sons,88329 Elizabeth Spring Suite 079,"Rogers, Fitzpatrick and Salazar",504 Ashley Pike,invoice_21_color_B_245.pdf0.txt,31.472000000000005,346.192
18531177,04/30/2015,222.91,948-87-7876,910-92-9312,GB66GZAK57253283036257,APO ,AA,65326,APO ,AA,65326,"Adkins, Campbell and Butler","PSC 8125, Box 9401","Bird, Bates and Johnston",970 Rowe Street,invoice_22.pdf0.txt,22.291,245.201
46405643,05/16/2018,2816.88,953-81-6559,937-71-9555,GB93QVUL88882887593544,Lanemouth,ID,13638,Lanemouth,ID,13638,Wilson Inc,52843 Tyler Track Suite 591,Burke-Nelson,9539 Jennifer Pass Apt. 228,invoice_220.pdf0.txt,281.68800000000005,3098.568
55735711,11/03/2017,47906.6,988-70-7095,988-82-7811,GB79HHJG70323158079261,Brownburgh,TN,54526,Brownburgh,TN,54526,"Reese, Henderson and Pollard",692 Wilson View,Mathis-Berry,549 Kathleen Radial Apt. 904,invoice_220_color_B_247.pdf0.txt,4790.66,52697.259999999995
88273503,01/17/2021,499.98,983-90-0612,941-79-6390,GB58KHJM79703180709994,Port Christophershire,ND,03997,Port Christophershire,ND,03997,Clark and Sons,678 Sonya Shores,Rodriguez-Jennings,"PSC 1100, Box 6819",invoice_221.pdf0.txt,49.998000000000005,549.9780000000001
98418938,08/31/2018,1169.99,919-92-4085,921-85-2525,GB94KPNI21408117271694,Jeffreybury,NV,98305,Jeffreybury,NV,98305,Hill-Jones,179 Amy Locks Apt. 950,"Johnson, Anderson and Hartman",153 Perkins Port,invoice_221_color_B_252.pdf0.txt,116.99900000000001,1286.989
59482422,02/22/2016,849.37,962-83-8261,929-85-7651,GB18TPJX08067082776061,South Jaymouth,MO,07341,South Jaymouth,MO,07341,Avila-Espinoza,64814 Griffin Corners Apt. 910,"Davis, Miller and Mcfarland",3052 Mark Spur Apt. 334,invoice_222.pdf0.txt,84.93700000000001,934.307
45241268,10/25/2018,200.4,954-80-9316,964-88-9231,GB13VITC06614709650708,West Robertmouth,OK,28468,West Robertmouth,OK,28468,,,Goodman-Rangel,7719 Tyler Inlet,invoice_222_color_B_241.pdf0.txt,20.040000000000003,220.44
26343874,07/17/2013,3172.99,916-97-6743,913-80-4636,GB78TZMX55978564099007,Charlesview,TN,10958,Charlesview,TN,10958,Smith Ltd,290 Jodi Gardens,Herring-Floyd,8113 Hansen Cliff Apt. 826,invoice_223.pdf0.txt,317.299,3490.2889999999998
12342928,04/12/2019,745.17,971-87-2877,921-81-0142,GB55LIBR47199932131496,Walkerchester,CO,86444,Walkerchester,CO,86444,Robinson and Sons,8483 Wilson Course,"Hanna, Mathis and Zuniga","PSC 6673, Box 8963",invoice_223_color_B_248.pdf0.txt,74.517,819.6869999999999
39390025,01/17/2019,1211.2,980-70-7712,926-72-9536,GB17PTYU85780573798109,South Cameronstad,PA,14821,South Cameronstad,PA,14821,Miller PLC,691 Kelly Plains Apt. 961,Sullivan-Sanchez,1347 Brittany Ports Suite 584,invoice_224.pdf0.txt,121.12,1332.3200000000002
42063568,06/21/2016,2706.97,977-85-0033,952-70-7895,GB69ZDXG67042360289154,Danielchester,ME,78719,Danielchester,ME,78719,Malone-Gonzalez,83528 Scott Spur Suite 716,Kim-Anderson,69093 Lopez Port,invoice_224_color_B_251.pdf0.txt,270.697,2977.667
41925448,08/19/2019,359.96,997-80-1346,957-76-0587,GB690NMU18243705319443,Hunttown,AL,18759,Hunttown,AL,18759,Keith LLC,02821 Baker Vista,Wang Ltd,506 Dale Prairie,invoice_225.pdf0.txt,35.996,395.95599999999996
